 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
17:00 |    21 |     1.000e-04 |  1692.1146 |       1826.4817 |      10.7270 |      12.8531 |       8.3058 |           10.2530 |           15.6363 |           19.0173 |               0
17:29 |    22 |     1.000e-04 |  1644.8611 |       1789.8245 |      10.7832 |      12.5101 |       7.7541 |           10.3128 |           15.4869 |           18.8600 |               0
17:56 |    23 |     1.000e-04 |  1604.7538 |       1769.3961 |      10.6314 |      12.3297 |       7.7089 |           10.5314 |           15.3502 |           18.7063 |               0
18:24 |    24 |     1.000e-04 |  1570.5461 |       1753.4033 |       9.9983 |      12.3076 |       7.6701 |           10.4353 |           15.2171 |           18.7744 |               0
18:51 |    25 |     1.000e-04 |  1543.1505 |       1729.2745 |       8.8811 |      12.8486 |       8.1694 |           10.3526 |           15.2172 |           18.8190 |               0
19:18 |    26 |     1.000e-04 |  1507.2990 |       1710.1694 |      10.2818 |      12.9282 |       7.7832 |           10.0913 |           15.0867 |           18.3295 |               0
19:45 |    27 |     1.000e-04 |  1514.6047 |       1685.6237 |      11.2598 |      12.3861 |       8.0185 |            9.8053 |           15.0097 |           18.2098 |               0
20:12 |    28 |     1.000e-04 |  1479.4714 |       1645.9530 |       9.5244 |      12.4378 |       7.7924 |            9.8147 |           15.0667 |           18.0848 |               0
20:41 |    29 |     1.000e-04 |  1470.7480 |       1673.8889 |      11.2464 |      11.7149 |       7.4495 |            9.6165 |           15.0191 |           18.4012 |               0
21:08 |    30 |     1.000e-04 |  1429.4708 |       1600.3077 |       9.9742 |      12.0066 |       7.4854 |            9.8212 |           14.7358 |           17.8207 |               0
21:35 |    31 |     1.000e-04 |  1485.3124 |       1652.4998 |      10.8624 |      12.1484 |       7.3537 |            9.7749 |           14.8339 |           18.1623 |               0
22:02 |    32 |     1.000e-04 |  1457.4391 |       1613.4948 |      10.6495 |      12.1344 |       7.4438 |            9.9648 |           14.8774 |           17.8777 |               0
22:30 |    33 |     1.000e-04 |  1395.4540 |       1622.7489 |      11.0014 |      12.0845 |       7.4535 |            9.9060 |           14.7016 |           18.0511 |               0
33:28 |    34 |     1.000e-04 |  1359.8146 |       1585.2430 |      11.7444 |      11.2559 |       7.3139 |            9.6504 |           14.6380 |           17.5905 |               0
33:41 |    35 |     1.000e-04 |  1336.9162 |       1568.4688 |      11.1573 |      11.3199 |       7.3769 |            9.7128 |           14.5729 |           17.5723 |               0
34:00 |    36 |     1.000e-04 |  1291.5000 |       1563.5653 |      11.6140 |      11.2811 |       7.3361 |            9.5192 |           14.6081 |           17.5529 |               0
34:16 |    37 |     1.000e-04 |  1284.9380 |       1487.6866 |      10.7642 |      11.3546 |       7.2570 |            9.3430 |           14.3375 |           17.0090 |               0
34:32 |    38 |     1.000e-04 |  1254.9208 |       1490.1818 |      11.1752 |      11.1703 |       7.2668 |            9.3976 |           14.3063 |           17.1180 |               0
34:50 |    39 |     1.000e-04 |  1241.3310 |       1465.5647 |       9.8857 |      11.2879 |       7.1918 |            9.3683 |           14.0819 |           17.1853 |               0
35:12 |    40 |     1.000e-04 |  1210.1943 |       1490.3706 |      10.7470 |      11.1316 |       7.2150 |            9.2970 |           14.1242 |           17.2675 |               0
35:27 |    41 |     1.000e-04 |  1194.9897 |       1460.6841 |      10.8166 |      11.0526 |       7.3013 |            9.2636 |           14.0898 |           16.9022 |               0
35:42 |    42 |     1.000e-04 |  1168.2063 |       1451.3125 |       9.6180 |      11.0341 |       7.2401 |            9.2664 |           13.9622 |           16.9158 |               0
35:59 |    43 |     1.000e-04 |  1157.3393 |       1422.5245 |       9.3598 |      11.1584 |       7.1422 |            9.1529 |           13.8869 |           16.7937 |               0
36:15 |    44 |     1.000e-04 |  1180.3502 |       1393.1594 |      10.2743 |      11.7787 |       7.0020 |            9.0124 |           13.8375 |           16.5334 |               0
36:31 |    45 |     1.000e-04 |  1141.7023 |       1450.7454 |       8.9916 |      11.7057 |       7.2205 |            9.2997 |           14.0050 |           17.1944 |               0
36:47 |    46 |     1.000e-04 |  1153.7001 |       1369.7461 |       9.6283 |      11.2631 |       6.9516 |            9.0565 |           13.7225 |           16.3733 |               0
37:07 |    47 |     1.000e-04 |  2065.6756 |       1933.1664 |      10.4673 |      12.0694 |       7.7257 |           11.8266 |           16.6981 |           19.4934 |               0
37:28 |    48 |     1.000e-04 |  1657.1983 |       1799.1555 |       9.4634 |      11.9289 |       8.0791 |           10.4636 |           15.9565 |           18.9480 |               0
37:50 |    49 |     1.000e-04 |  1525.5820 |       1660.3307 |       9.0871 |      11.6696 |       8.2319 |            9.9251 |           15.2175 |           18.5104 |               0
38:18 |    50 |     1.000e-04 |  1448.9394 |       1633.5573 |       8.7273 |      11.5851 |       7.8837 |            9.7363 |           15.0321 |           18.2746 |               0
38:46 |    51 |     1.000e-04 |  1382.5976 |       1552.5251 |       8.5620 |      11.5507 |       7.8302 |            9.5255 |           14.6487 |           17.8533 |               0
39:14 |    52 |     1.000e-04 |  1335.7896 |       1544.8995 |       8.8255 |      11.3006 |       7.6672 |            9.3952 |           14.5584 |           17.8107 |               0
39:43 |    53 |     5.000e-05 |  1290.6107 |       1499.6284 |       8.7548 |      11.3517 |       8.0091 |            9.3901 |           14.3106 |           17.4285 |               0
40:09 |    54 |     5.000e-05 |  1266.1316 |       1478.1929 |       8.7441 |      11.2921 |       7.7972 |            9.2947 |           14.1976 |           17.2701 |               0
40:37 |    55 |     5.000e-05 |  1247.4621 |       1460.5023 |       8.7126 |      11.2026 |       7.6895 |            9.2110 |           14.1253 |           17.1331 |               0
41:06 |    56 |     5.000e-05 |  1230.3700 |       1448.0466 |       8.6528 |      11.1345 |       7.6448 |            9.1452 |           14.0667 |           17.0429 |               0
41:36 |    57 |     5.000e-05 |  1215.8975 |       1437.8225 |       8.5631 |      11.0652 |       7.6820 |            9.0940 |           14.0169 |           16.9793 |               0
42:04 |    58 |     5.000e-05 |  1202.1219 |       1428.2594 |       8.5316 |      11.0067 |       7.6978 |            9.0516 |           13.9607 |           16.9167 |               0
42:33 |    59 |     2.500e-05 |  1181.1950 |       1394.1486 |       8.9742 |      11.5258 |       7.1293 |            8.9651 |           13.8388 |           16.5937 |               0
43:05 |    60 |     2.500e-05 |  1170.0600 |       1388.8171 |       8.9165 |      11.4839 |       7.1098 |            8.9457 |           13.8052 |           16.5549 |               0
43:36 |    61 |     2.500e-05 |  1162.8515 |       1383.8319 |       8.8986 |      11.4472 |       7.0980 |            8.9248 |           13.7774 |           16.5239 |               0
44:10 |    62 |     2.500e-05 |  1156.2138 |       1378.6219 |       8.8937 |      11.4162 |       7.0878 |            8.9042 |           13.7540 |           16.4887 |               0
44:49 |    63 |     2.500e-05 |  1149.6283 |       1373.4266 |       8.8864 |      11.3846 |       7.0778 |            8.8850 |           13.7310 |           16.4521 |               0
45:21 |    64 |     2.500e-05 |  1143.3537 |       1368.6967 |       8.8911 |      11.3391 |       7.0673 |            8.8677 |           13.7135 |           16.4230 |               0
45:51 |    65 |     2.500e-05 |  1137.3325 |       1364.7028 |       8.8810 |      11.3134 |       7.0571 |            8.8536 |           13.6940 |           16.4012 |               0
46:23 |    66 |     2.500e-05 |  1131.7250 |       1359.3679 |       8.8213 |      11.3057 |       7.0467 |            8.8406 |           13.6683 |           16.3659 |               0
46:55 |    67 |     2.500e-05 |  1125.5086 |       1355.1932 |       8.8709 |      11.2726 |       7.0399 |            8.8153 |           13.6450 |           16.3459 |               0
47:26 |    68 |     2.500e-05 |  1119.6595 |       1350.7927 |       8.8576 |      11.2443 |       7.0298 |            8.7935 |           13.6209 |           16.3209 |               0
48:02 |    69 |     2.500e-05 |  1113.8137 |       1347.0945 |       8.8883 |      11.2227 |       7.0163 |            8.7818 |           13.5955 |           16.3023 |               0
48:34 |    70 |     2.500e-05 |  1108.7111 |       1343.4543 |       8.8503 |      11.1880 |       7.0099 |            8.7598 |           13.5831 |           16.2824 |               0
49:08 |    71 |     2.500e-05 |  1102.9156 |       1339.4661 |       8.8375 |      11.1693 |       7.0029 |            8.7405 |           13.5625 |           16.2584 |               0
49:39 |    72 |     2.500e-05 |  1097.4149 |       1335.7037 |       8.8276 |      11.1481 |       6.9942 |            8.7221 |           13.5436 |           16.2330 |               0
50:10 |    73 |     2.500e-05 |  1092.0255 |       1332.0061 |       8.8215 |      11.1211 |       6.9844 |            8.7080 |           13.5224 |           16.2094 |               0
50:43 |    74 |     2.500e-05 |  1086.7357 |       1328.6029 |       8.8128 |      11.0948 |       6.9766 |            8.6894 |           13.5052 |           16.1864 |               0
51:17 |    75 |     2.500e-05 |  1081.4907 |       1325.1483 |       8.8047 |      11.0764 |       6.9679 |            8.6721 |           13.4825 |           16.1668 |               0
51:48 |    76 |     2.500e-05 |  1076.3432 |       1321.5253 |       8.7937 |      11.0517 |       6.9596 |            8.6541 |           13.4646 |           16.1421 |               0
52:21 |    77 |     2.500e-05 |  1071.3332 |       1318.5803 |       8.7848 |      11.0349 |       6.9539 |            8.6405 |           13.4499 |           16.1275 |               0
52:54 |    78 |     2.500e-05 |  1066.2985 |       1315.1554 |       8.7752 |      11.0119 |       6.9460 |            8.6251 |           13.4295 |           16.1042 |               0
53:27 |    79 |     2.500e-05 |  1061.3084 |       1311.7347 |       8.7592 |      10.9896 |       6.9379 |            8.6096 |           13.4126 |           16.0786 |               0
54:00 |    80 |     2.500e-05 |  1056.4502 |       1308.5023 |       8.7420 |      10.9697 |       6.9296 |            8.5914 |           13.3929 |           16.0607 |               0
54:33 |    81 |     2.500e-05 |  1051.4633 |       1305.2556 |       8.7227 |      10.9490 |       6.9190 |            8.5774 |           13.3741 |           16.0353 |               0
55:06 |    82 |     2.500e-05 |  1047.1457 |       1304.1211 |       8.7929 |      10.9564 |       6.9273 |            8.5568 |           13.3743 |           16.0158 |               0
55:39 |    83 |     2.500e-05 |  1042.3515 |       1298.9423 |       8.6903 |      10.8949 |       6.9116 |            8.5442 |           13.3408 |           15.9861 |               0
56:13 |    84 |     2.500e-05 |  1037.3444 |       1295.9620 |       8.6825 |      10.8855 |       6.9016 |            8.5351 |           13.3201 |           15.9701 |               0
56:49 |    85 |     2.500e-05 |  1032.7741 |       1292.9313 |       8.6519 |      10.8803 |       6.8923 |            8.5213 |           13.3022 |           15.9516 |               0
57:26 |    86 |     2.500e-05 |  1028.0773 |       1290.1162 |       8.6617 |      10.8561 |       6.8850 |            8.5116 |           13.2857 |           15.9320 |               0
58:01 |    87 |     2.500e-05 |  1023.8029 |       1287.9752 |       8.6317 |      10.8401 |       6.8797 |            8.5044 |           13.2716 |           15.9195 |               0
58:34 |    88 |     2.500e-05 |  1019.1625 |       1285.3088 |       8.6078 |      10.8239 |       6.8773 |            8.4949 |           13.2519 |           15.8975 |               0
59:06 |    89 |     2.500e-05 |  1014.7003 |       1283.0359 |       8.5939 |      10.8118 |       6.8749 |            8.4806 |           13.2400 |           15.8784 |               0
59:38 |    90 |     2.500e-05 |  1010.6012 |       1280.5767 |       8.5685 |      10.7922 |       6.8691 |            8.4694 |           13.2215 |           15.8633 |               0
00:10 |    91 |     2.500e-05 |  1006.3903 |       1277.8502 |       8.5540 |      10.7816 |       6.8598 |            8.4622 |           13.2117 |           15.8281 |               0
00:43 |    92 |     2.500e-05 |  1002.5117 |       1276.3021 |       8.5453 |      10.7599 |       6.8705 |            8.4626 |           13.1952 |           15.8304 |               0
01:19 |    93 |     2.500e-05 |   998.0587 |       1273.4664 |       8.5282 |      10.7490 |       6.8589 |            8.4444 |           13.1789 |           15.8073 |               0
02:00 |    94 |     2.500e-05 |   993.8324 |       1271.7939 |       8.5260 |      10.7365 |       6.8605 |            8.4376 |           13.1623 |           15.7960 |               0
02:36 |    95 |     2.500e-05 |   989.9649 |       1269.3154 |       8.4848 |      10.7214 |       6.8553 |            8.4237 |           13.1443 |           15.7748 |               0
03:10 |    96 |     2.500e-05 |   985.7747 |       1267.7692 |       8.4489 |      10.7091 |       6.8533 |            8.4143 |           13.1262 |           15.7570 |               0
03:43 |    97 |     2.500e-05 |   981.4004 |       1265.7860 |       8.4217 |      10.6968 |       6.8535 |            8.4019 |           13.1153 |           15.7368 |               0
04:18 |    98 |     2.500e-05 |   977.4602 |       1264.3972 |       8.4061 |      10.6711 |       6.8538 |            8.3891 |           13.1027 |           15.7195 |               0
04:53 |    99 |     2.500e-05 |   974.0960 |       1261.6887 |       8.3663 |      10.6753 |       6.8458 |            8.3751 |           13.0869 |           15.6956 |               0
05:27 |   100 |     2.500e-05 |   970.1381 |       1259.7096 |       8.3521 |      10.6522 |       6.8334 |            8.3584 |           13.0756 |           15.6806 |               0
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
